               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,            0.017804,            0.016577,           0.0012018,             0.84463,             0.69453,             0.80793,             0.63664,            0.030166,            0.012577,            0.031204,           0.0021295,           0.0021295,           0.0021295
                 320,             0.01746,            0.016156,            0.001446,              0.8374,             0.69441,             0.81136,             0.64091,            0.030008,            0.012713,            0.028839,           0.0021048,           0.0021048,           0.0021048
                 321,            0.018162,            0.017173,           0.0013741,             0.86296,             0.70265,             0.80853,             0.64722,            0.030027,            0.012733,            0.028152,             0.00208,             0.00208,             0.00208
                 322,            0.017908,            0.016597,           0.0012953,             0.87743,             0.69146,             0.81426,             0.65147,             0.03016,            0.012886,            0.026592,           0.0020553,           0.0020553,           0.0020553
                 323,            0.017125,            0.016585,           0.0012554,              0.8937,             0.68083,             0.81609,              0.6479,            0.029919,            0.012816,            0.026975,           0.0020305,           0.0020305,           0.0020305
                 324,             0.01721,            0.016664,            0.001131,             0.87033,             0.69245,             0.80992,             0.63175,            0.030202,            0.013075,            0.027693,           0.0020058,           0.0020058,           0.0020058
                 325,            0.018873,            0.018039,           0.0011246,             0.86898,             0.69183,             0.81222,             0.63072,            0.029998,            0.013038,            0.029416,            0.001981,            0.001981,            0.001981
                 326,            0.016855,            0.016253,            0.001399,             0.88055,             0.66391,              0.8034,             0.63862,            0.029794,             0.01283,             0.02882,           0.0019563,           0.0019563,           0.0019563
                 327,            0.016974,            0.016257,             0.00139,              0.8826,             0.69083,             0.82327,             0.64542,            0.030092,            0.012691,            0.026162,           0.0019315,           0.0019315,           0.0019315
                 328,            0.017259,            0.016575,           0.0017817,             0.88397,              0.6879,             0.81568,             0.65016,            0.030049,            0.012568,             0.02617,           0.0019068,           0.0019068,           0.0019068
                 329,            0.018031,            0.016544,           0.0013624,             0.84198,             0.72871,             0.81735,             0.64699,            0.029803,            0.012378,            0.027116,            0.001882,            0.001882,            0.001882
                 330,            0.016941,            0.015831,           0.0012841,             0.81921,             0.71898,             0.81713,             0.65054,            0.029826,            0.012361,            0.027817,           0.0018572,           0.0018572,           0.0018572
                 331,            0.017146,            0.016056,           0.0013311,             0.76753,             0.78278,             0.83454,             0.64915,            0.029993,            0.012412,            0.026725,           0.0018325,           0.0018325,           0.0018325
                 332,            0.017659,            0.016878,           0.0014206,             0.81373,             0.73749,             0.83929,             0.65967,            0.029713,            0.012371,            0.025322,           0.0018077,           0.0018077,           0.0018077
